NodeID,DegreeBefore,DegreeAfter,DegreeChange,NodeType
0,349,530,181,Real
1,19,4038,4019,Fake
2,12,213,201,Real
3,19,218,199,Real
4,12,210,198,Real
5,15,216,201,Real
6,8,208,200,Real
7,22,221,199,Real
8,10,210,200,Real
9,59,257,198,Real
10,12,213,201,Real
11,3,204,201,Real
12,3,204,201,Real
13,33,233,200,Real
14,17,217,200,Real
15,3,204,201,Real
16,11,212,201,Real
17,15,215,200,Real
18,3,204,201,Real
19,18,218,200,Real
20,17,217,200,Real
21,67,267,200,Real
22,13,213,200,Real
23,19,219,200,Real
24,18,219,201,Real
25,71,268,197,Real
26,70,4038,3968,Fake
27,7,208,201,Real
28,15,216,201,Real
29,15,216,201,Real
30,19,219,200,Real
31,25,225,200,Real
32,8,209,201,Real
33,4,205,201,Real
34,7,208,201,Real
35,4,205,201,Real
36,13,214,201,Real
37,3,204,201,Real
38,11,211,200,Real
39,17,218,201,Real
40,46,243,197,Real
41,26,226,200,Real
42,4,205,201,Real
43,3,204,201,Real
44,8,209,201,Real
45,14,215,201,Real
46,7,208,201,Real
47,4,205,201,Real
48,24,224,200,Real
49,6,207,201,Real
50,13,214,201,Real
51,9,210,201,Real
52,4,205,201,Real
53,33,233,200,Real
54,10,210,200,Real
55,19,219,200,Real
56,80,277,197,Target
57,17,218,201,Real
58,14,215,201,Real
59,21,221,200,Real
60,10,211,201,Real
61,5,206,201,Real
62,28,4038,4010,Fake
63,8,209,201,Real
64,9,210,201,Real
65,14,214,200,Real
66,17,217,200,Real
67,78,275,197,Target
68,11,4038,4027,Fake
69,12,212,200,Real
70,4,205,201,Real
71,5,206,201,Real
72,26,4038,4012,Fake
73,12,212,200,Real
74,3,204,201,Real
75,16,217,201,Real
76,5,206,201,Real
77,8,4038,4030,Fake
78,11,209,198,Real
79,14,214,200,Real
80,25,226,201,Real
81,5,206,201,Real
82,36,236,200,Real
83,9,210,201,Real
84,15,215,200,Real
85,16,217,201,Real
86,8,209,201,Real
87,15,215,200,Real
88,22,222,200,Real
89,10,210,200,Real
90,4,205,201,Real
91,10,210,200,Real
92,23,223,200,Target
93,10,211,201,Real
94,24,225,201,Real
95,8,209,201,Real
96,11,210,199,Real
97,5,205,200,Real
98,51,249,198,Real
99,15,215,200,Real
100,11,212,201,Real
101,21,222,201,Real
102,8,209,201,Real
103,18,4038,4020,Fake
104,34,234,200,Real
105,16,217,201,Real
106,10,211,201,Real
107,1047,1186,139,Real
108,15,216,201,Real
109,39,239,200,Real
110,7,208,201,Real
111,16,216,200,Real
112,5,206,201,Real
113,42,241,199,Real
114,3,204,201,Real
115,23,223,200,Real
116,19,219,200,Real
117,8,208,200,Target
118,38,237,199,Real
119,64,262,198,Real
120,6,207,201,Real
121,14,215,201,Real
122,65,263,198,Real
123,20,220,200,Real
124,6,207,201,Real
125,6,207,201,Real
126,9,209,200,Real
127,18,219,201,Real
128,30,230,200,Real
129,9,209,200,Real
130,18,218,200,Real
131,9,210,201,Real
132,18,218,200,Real
133,20,216,196,Real
134,21,221,200,Real
135,12,213,201,Real
136,135,331,196,Real
137,18,218,200,Target
138,4,205,201,Real
139,11,212,201,Real
140,13,213,200,Real
141,30,227,197,Real
142,45,244,199,Real
143,14,214,200,Real
144,17,218,201,Real
145,4,205,201,Real
146,12,212,200,Real
147,8,208,200,Real
148,22,221,199,Real
149,16,217,201,Real
150,13,214,201,Real
151,9,210,201,Real
152,7,206,199,Real
153,4,205,201,Real
154,4,204,200,Real
155,5,206,201,Real
156,14,215,201,Real
157,5,206,201,Real
158,27,226,199,Real
159,16,217,201,Real
160,4,205,201,Real
161,27,225,198,Real
162,10,211,201,Real
163,8,209,201,Real
164,5,206,201,Real
165,13,213,200,Real
166,6,207,201,Real
167,9,210,201,Real
168,13,213,200,Real
169,40,239,199,Real
170,48,246,198,Real
171,24,222,198,Real
172,43,240,197,Real
173,14,215,201,Real
174,6,207,201,Real
175,19,219,200,Real
176,16,216,200,Real
177,13,213,200,Real
178,15,216,201,Real
179,5,206,201,Real
180,22,223,201,Real
181,12,210,198,Real
182,5,4038,4033,Fake
183,4,4038,4034,Fake
184,20,221,201,Real
185,28,227,199,Real
186,46,245,199,Real
187,18,219,201,Real
188,50,249,199,Real
189,9,210,201,Real
190,6,207,201,Real
191,5,206,201,Real
192,7,208,201,Real
193,7,208,201,Real
194,21,221,200,Real
195,11,209,198,Real
196,15,216,201,Real
197,18,219,201,Real
198,14,215,201,Real
199,49,247,198,Target
200,59,255,196,Real
201,6,207,201,Real
202,6,207,201,Real
203,59,258,199,Real
204,24,225,201,Real
205,4,205,201,Real
206,6,207,201,Real
207,5,206,201,Real
208,9,210,201,Real
209,3,204,201,Real
210,3,204,201,Real
211,32,231,199,Real
212,20,219,199,Real
213,41,241,200,Real
214,19,4038,4019,Fake
215,3,204,201,Real
216,4,205,201,Real
217,10,211,201,Real
218,11,4038,4027,Fake
219,8,4038,4030,Fake
220,6,207,201,Real
221,10,211,201,Real
222,13,214,201,Real
223,29,228,199,Real
224,30,4038,4008,Fake
225,12,212,200,Real
226,16,217,201,Real
227,17,217,200,Real
228,5,206,201,Real
229,8,209,201,Real
230,11,211,200,Real
231,23,223,200,Real
232,27,225,198,Real
233,4,4038,4034,Fake
234,4,205,201,Real
235,7,208,201,Real
236,39,236,197,Target
237,9,210,201,Real
238,25,226,201,Real
239,61,259,198,Real
240,5,206,201,Real
241,4,205,201,Real
