NodeID,DegreeBefore,DegreeAfter,DegreeChange,NodeType
0,350,369,19,Real
1,20,40,20,Target
2,13,33,20,Real
3,20,39,19,Real
4,13,33,20,Real
5,16,36,20,Real
6,9,29,20,Real
7,23,43,20,Real
8,11,31,20,Real
9,60,79,19,Real
10,13,33,20,Real
11,4,24,20,Real
12,4,24,20,Real
13,34,53,19,Real
14,18,38,20,Real
15,4,24,20,Real
16,12,32,20,Real
17,16,36,20,Real
18,4,24,20,Real
19,19,39,20,Real
20,18,38,20,Real
21,68,87,19,Real
22,14,34,20,Real
23,20,40,20,Real
24,19,39,20,Real
25,72,91,19,Real
26,71,4038,3967,Fake
27,8,28,20,Real
28,16,36,20,Real
29,16,36,20,Real
30,20,40,20,Real
31,26,46,20,Real
32,9,29,20,Real
33,5,25,20,Real
34,8,28,20,Real
35,5,25,20,Real
36,14,34,20,Real
37,4,24,20,Real
38,12,32,20,Real
39,18,38,20,Real
40,47,66,19,Real
41,27,47,20,Real
42,5,25,20,Real
43,4,24,20,Real
44,9,29,20,Real
45,15,35,20,Real
46,8,28,20,Real
47,5,25,20,Real
48,25,45,20,Real
49,7,27,20,Real
50,14,34,20,Real
51,10,30,20,Real
52,5,25,20,Real
53,34,54,20,Real
54,11,31,20,Real
55,20,39,19,Real
56,81,100,19,Target
57,18,38,20,Real
58,15,35,20,Real
59,22,42,20,Real
60,11,31,20,Real
61,6,26,20,Real
62,29,48,19,Real
63,9,29,20,Real
64,10,30,20,Real
65,15,35,20,Real
66,18,37,19,Real
67,79,98,19,Target
68,12,32,20,Real
69,13,32,19,Real
70,5,25,20,Real
71,6,26,20,Real
72,27,46,19,Real
73,13,33,20,Real
74,4,24,20,Real
75,17,37,20,Real
76,6,26,20,Real
77,9,29,20,Real
78,12,32,20,Real
79,15,34,19,Real
80,26,46,20,Real
81,6,26,20,Real
82,37,57,20,Real
83,10,30,20,Real
84,16,36,20,Real
85,17,37,20,Real
86,9,29,20,Real
87,16,36,20,Real
88,23,43,20,Real
89,11,31,20,Real
90,5,25,20,Real
91,11,31,20,Real
92,24,44,20,Target
93,11,31,20,Real
94,25,45,20,Real
95,9,29,20,Real
96,12,32,20,Real
97,6,26,20,Real
98,52,71,19,Real
99,16,36,20,Real
100,12,32,20,Real
101,22,42,20,Real
102,9,29,20,Real
103,19,39,20,Real
104,35,54,19,Real
105,17,37,20,Real
106,11,31,20,Real
107,1048,1057,9,Real
108,16,36,20,Real
109,40,59,19,Real
110,8,28,20,Real
111,17,37,20,Real
112,6,26,20,Real
113,43,62,19,Real
114,4,24,20,Real
115,24,44,20,Real
116,20,40,20,Real
117,9,29,20,Target
118,39,58,19,Real
119,65,84,19,Real
120,7,27,20,Real
121,15,35,20,Real
122,66,85,19,Real
123,21,40,19,Real
124,7,27,20,Real
125,7,27,20,Real
126,10,30,20,Real
127,19,39,20,Real
128,31,50,19,Real
129,10,30,20,Real
130,19,39,20,Real
131,10,30,20,Real
132,19,39,20,Real
133,21,40,19,Real
134,22,41,19,Real
135,13,33,20,Real
136,136,156,20,Real
137,19,39,20,Target
138,5,25,20,Real
139,12,32,20,Real
140,14,34,20,Real
141,31,50,19,Real
142,46,65,19,Real
143,15,35,20,Real
144,18,38,20,Real
145,5,25,20,Real
146,13,33,20,Real
147,9,29,20,Real
148,23,43,20,Real
149,17,37,20,Real
150,14,34,20,Real
151,10,30,20,Real
152,8,28,20,Real
153,5,25,20,Real
154,5,25,20,Real
155,6,26,20,Real
156,15,35,20,Real
157,6,26,20,Real
158,28,47,19,Real
159,17,37,20,Real
160,5,25,20,Real
161,28,47,19,Real
162,11,31,20,Real
163,9,29,20,Real
164,6,26,20,Real
165,14,34,20,Real
166,7,27,20,Real
167,10,30,20,Real
168,14,34,20,Real
169,41,60,19,Real
170,49,68,19,Real
171,25,45,20,Real
172,44,63,19,Real
173,15,35,20,Real
174,7,27,20,Real
175,20,40,20,Real
176,17,36,19,Real
177,14,34,20,Real
178,16,36,20,Real
179,6,26,20,Real
180,23,43,20,Real
181,13,33,20,Real
182,6,26,20,Real
183,5,25,20,Real
184,21,41,20,Real
185,29,48,19,Real
186,47,66,19,Real
187,19,39,20,Real
188,51,70,19,Real
189,10,30,20,Real
190,7,27,20,Real
191,6,26,20,Real
192,8,28,20,Real
193,8,28,20,Real
194,22,42,20,Real
195,12,32,20,Real
196,16,36,20,Real
197,19,39,20,Real
198,15,35,20,Real
199,50,69,19,Target
200,60,79,19,Real
201,7,27,20,Real
202,7,27,20,Real
203,60,79,19,Real
204,25,45,20,Real
205,5,25,20,Real
206,7,27,20,Real
207,6,26,20,Real
208,10,30,20,Real
209,4,24,20,Real
210,4,24,20,Real
211,33,53,20,Real
212,21,40,19,Real
213,42,62,20,Real
214,20,40,20,Real
215,4,24,20,Real
216,5,25,20,Real
217,11,31,20,Real
218,12,32,20,Real
219,9,29,20,Real
220,7,27,20,Real
221,11,31,20,Real
222,14,34,20,Real
223,30,49,19,Real
224,31,50,19,Real
225,13,33,20,Real
226,17,37,20,Real
227,18,38,20,Real
228,6,26,20,Real
229,9,29,20,Real
