NodeID,DegreeBefore,DegreeAfter,DegreeChange,NodeType
0,350,904,554,Real
1,20,4038,4018,Fake
2,13,617,604,Real
3,20,4038,4018,Fake
4,13,614,601,Real
5,16,621,605,Real
6,9,613,604,Real
7,23,624,601,Real
8,11,615,604,Real
9,60,656,596,Real
10,13,618,605,Real
11,4,609,605,Real
12,4,609,605,Real
13,34,636,602,Real
14,18,620,602,Real
15,4,609,605,Real
16,12,616,604,Real
17,16,619,603,Real
18,4,609,605,Real
19,19,621,602,Real
20,18,620,602,Real
21,68,664,596,Real
22,14,618,604,Real
23,20,4038,4018,Fake
24,19,622,603,Real
25,72,664,592,Real
26,71,4038,3967,Fake
27,8,613,605,Real
28,16,620,604,Real
29,16,620,604,Real
30,20,622,602,Real
31,26,4038,4012,Fake
32,9,614,605,Real
33,5,610,605,Real
34,8,612,604,Real
35,5,4038,4033,Fake
36,14,618,604,Real
37,4,4038,4034,Fake
38,12,615,603,Real
39,18,4038,4020,Fake
40,47,4038,3991,Fake
41,27,4038,4011,Fake
42,5,610,605,Real
43,4,609,605,Real
44,9,612,603,Real
45,15,619,604,Real
46,8,612,604,Real
47,5,609,604,Real
48,25,626,601,Real
49,7,612,605,Real
50,14,619,605,Real
51,10,613,603,Real
52,5,610,605,Real
53,34,634,600,Real
54,11,615,604,Real
55,20,623,603,Real
56,81,677,596,Target
57,18,4038,4020,Fake
58,15,620,605,Real
59,22,625,603,Real
60,11,615,604,Real
61,6,610,604,Real
62,29,4038,4009,Fake
63,9,613,604,Real
64,10,615,605,Real
65,15,618,603,Real
66,18,622,604,Real
67,79,673,594,Target
68,12,4038,4026,Fake
69,13,615,602,Real
70,5,4038,4033,Fake
71,6,611,605,Real
72,27,4038,4011,Fake
73,13,616,603,Real
74,4,609,605,Real
75,17,619,602,Real
76,6,611,605,Real
77,9,4038,4029,Fake
78,12,613,601,Real
79,15,618,603,Real
80,26,629,603,Real
81,6,611,605,Real
82,37,640,603,Real
83,10,613,603,Real
84,16,619,603,Real
85,17,4038,4021,Fake
86,9,613,604,Real
87,16,619,603,Real
88,23,625,602,Real
89,11,615,604,Real
90,5,610,605,Real
91,11,615,604,Target
92,24,4038,4014,Fake
93,11,615,604,Real
94,25,628,603,Real
95,9,614,605,Real
96,12,4038,4026,Fake
97,6,4038,4032,Fake
98,52,652,600,Real
99,16,617,601,Real
100,12,617,605,Real
101,22,625,603,Real
102,9,614,605,Real
103,19,4038,4019,Fake
104,35,637,602,Real
105,17,4038,4021,Fake
106,11,616,605,Real
107,1048,1501,453,Real
108,16,619,603,Real
109,40,642,602,Real
110,8,613,605,Real
111,17,619,602,Real
112,6,611,605,Real
113,43,643,600,Real
114,4,609,605,Real
115,24,626,602,Real
116,20,621,601,Real
117,9,612,603,Target
118,39,640,601,Real
119,65,662,597,Real
120,7,612,605,Real
121,15,618,603,Real
122,66,661,595,Real
123,21,624,603,Real
124,7,611,604,Real
125,7,612,605,Real
126,10,613,603,Real
127,19,623,604,Real
128,31,634,603,Real
129,10,613,603,Real
130,19,4038,4019,Fake
131,10,4038,4028,Fake
132,19,622,603,Real
133,21,616,595,Real
134,22,626,604,Real
135,13,617,604,Real
136,136,719,583,Real
137,19,621,602,Target
138,5,610,605,Real
139,12,616,604,Real
140,14,617,603,Real
141,31,629,598,Real
142,46,643,597,Real
143,15,616,601,Real
144,18,620,602,Real
145,5,610,605,Real
146,13,617,604,Real
147,9,613,604,Real
148,23,624,601,Real
149,17,621,604,Real
150,14,619,605,Real
151,10,614,604,Real
152,8,611,603,Real
153,5,609,604,Real
154,5,609,604,Real
155,6,610,604,Real
156,15,618,603,Real
157,6,611,605,Real
158,28,629,601,Real
159,17,621,604,Real
160,5,610,605,Real
161,28,628,600,Target
162,11,615,604,Real
163,9,614,605,Real
164,6,611,605,Real
165,14,616,602,Real
166,7,612,605,Real
167,10,614,604,Real
168,14,617,603,Real
169,41,641,600,Real
170,49,647,598,Real
171,25,626,601,Real
172,44,642,598,Real
173,15,619,604,Real
174,7,612,605,Real
175,20,622,602,Real
176,17,619,602,Real
177,14,4038,4024,Fake
178,16,620,604,Real
179,6,611,605,Real
180,23,626,603,Target
181,13,614,601,Real
182,6,4038,4032,Fake
183,5,4038,4033,Fake
184,21,624,603,Real
185,29,629,600,Real
186,47,648,601,Real
187,19,622,603,Real
188,51,4038,3987,Fake
189,10,615,605,Real
190,7,610,603,Real
191,6,610,604,Real
192,8,613,605,Real
193,8,613,605,Real
194,22,624,602,Real
195,12,613,601,Real
196,16,619,603,Real
197,19,623,604,Real
198,15,618,603,Real
199,50,648,598,Target
200,60,653,593,Real
201,7,612,605,Real
202,7,612,605,Real
203,60,660,600,Real
204,25,626,601,Real
205,5,610,605,Real
206,7,612,605,Real
207,6,610,604,Real
208,10,614,604,Real
209,4,609,605,Real
210,4,609,605,Real
211,33,635,602,Real
212,21,622,601,Real
213,42,641,599,Real
214,20,4038,4018,Fake
215,4,609,605,Real
216,5,609,604,Real
217,11,616,605,Real
218,12,4038,4026,Fake
219,9,4038,4029,Fake
220,7,612,605,Real
221,11,615,604,Real
222,14,619,605,Real
223,30,631,601,Real
224,31,4038,4007,Fake
225,13,615,602,Real
226,17,620,603,Real
227,18,619,601,Real
228,6,610,604,Real
229,9,614,605,Real
230,12,612,600,Real
231,24,626,602,Real
232,28,626,598,Real
233,5,4038,4033,Fake
234,5,610,605,Real
235,8,613,605,Real
236,40,638,598,Target
237,10,613,603,Real
238,26,630,604,Real
239,62,659,597,Real
240,6,610,604,Real
241,5,610,605,Real
242,27,628,601,Real
243,11,4038,4027,Fake
244,5,609,604,Real
245,8,4038,4030,Fake
246,17,620,603,Real
247,6,611,605,Real
248,24,628,604,Real
249,27,629,602,Real
250,8,612,604,Real
251,17,621,604,Real
252,68,665,597,Real
253,6,610,604,Real
254,20,4038,4018,Fake
255,5,610,605,Real
256,5,609,604,Real
257,21,619,598,Real
258,18,620,602,Real
259,11,615,604,Target
260,11,614,603,Real
261,41,4038,3997,Fake
262,7,612,605,Real
263,10,614,604,Real
264,8,613,605,Real
265,30,631,601,Real
266,21,624,603,Real
267,5,4038,4033,Fake
268,14,4038,4024,Fake
269,9,614,605,Real
270,7,612,605,Real
271,76,669,593,Real
