NodeID,DegreeBefore,DegreeAfter,DegreeChange,NodeType
0,350,354,4,Real
1,20,24,4,Target
2,13,17,4,Real
3,20,24,4,Real
4,13,17,4,Real
5,16,20,4,Real
6,9,13,4,Real
7,23,27,4,Real
8,11,15,4,Real
9,60,64,4,Real
10,13,17,4,Real
11,4,8,4,Real
12,4,8,4,Real
13,34,38,4,Real
14,18,22,4,Real
15,4,8,4,Real
16,12,16,4,Real
17,16,20,4,Real
18,4,8,4,Real
19,19,23,4,Real
20,18,22,4,Real
21,68,72,4,Real
22,14,18,4,Real
23,20,24,4,Real
24,19,23,4,Real
25,72,76,4,Real
26,71,75,4,Real
27,8,12,4,Real
28,16,20,4,Real
29,16,20,4,Real
30,20,24,4,Real
31,26,30,4,Real
32,9,13,4,Real
33,5,9,4,Real
34,8,12,4,Real
35,5,9,4,Real
36,14,18,4,Real
37,4,8,4,Real
38,12,16,4,Real
39,18,22,4,Real
40,47,51,4,Real
41,27,31,4,Real
42,5,9,4,Real
43,4,8,4,Real
44,9,13,4,Real
45,15,19,4,Real
46,8,12,4,Real
47,5,9,4,Real
48,25,29,4,Real
49,7,11,4,Real
50,14,18,4,Real
51,10,14,4,Real
52,5,9,4,Real
53,34,38,4,Real
54,11,15,4,Real
55,20,24,4,Real
56,81,85,4,Target
57,18,22,4,Real
58,15,19,4,Real
59,22,26,4,Real
60,11,15,4,Real
61,6,10,4,Real
62,29,33,4,Real
63,9,13,4,Real
64,10,14,4,Real
65,15,19,4,Real
66,18,22,4,Real
67,79,83,4,Target
68,12,16,4,Real
69,13,17,4,Real
70,5,9,4,Real
71,6,10,4,Real
72,27,31,4,Real
73,13,17,4,Real
74,4,8,4,Real
75,17,21,4,Real
76,6,10,4,Real
77,9,13,4,Real
78,12,16,4,Real
79,15,19,4,Real
80,26,30,4,Real
81,6,10,4,Real
82,37,41,4,Real
83,10,14,4,Real
84,16,20,4,Real
85,17,21,4,Real
86,9,13,4,Real
87,16,20,4,Real
88,23,27,4,Real
89,11,15,4,Real
90,5,9,4,Real
91,11,15,4,Real
92,24,28,4,Target
93,11,15,4,Real
94,25,29,4,Real
95,9,13,4,Real
96,12,16,4,Real
97,6,10,4,Real
98,52,56,4,Real
99,16,20,4,Real
100,12,16,4,Real
101,22,26,4,Real
102,9,13,4,Real
103,19,23,4,Real
104,35,39,4,Real
105,17,21,4,Real
106,11,15,4,Real
107,1048,1049,1,Real
108,16,20,4,Real
109,40,44,4,Real
110,8,12,4,Real
111,17,21,4,Real
112,6,10,4,Real
113,43,47,4,Real
114,4,8,4,Real
115,24,28,4,Real
116,20,24,4,Real
117,9,13,4,Target
118,39,43,4,Real
119,65,69,4,Real
120,7,11,4,Real
121,15,19,4,Real
122,66,70,4,Real
123,21,25,4,Real
124,7,11,4,Real
125,7,11,4,Real
126,10,14,4,Real
127,19,23,4,Real
128,31,35,4,Real
129,10,14,4,Real
130,19,23,4,Real
131,10,14,4,Real
132,19,23,4,Real
133,21,25,4,Real
134,22,26,4,Real
135,13,17,4,Real
136,136,140,4,Real
137,19,23,4,Target
138,5,9,4,Real
139,12,16,4,Real
140,14,18,4,Real
141,31,35,4,Real
142,46,50,4,Real
143,15,19,4,Real
144,18,22,4,Real
145,5,9,4,Real
146,13,17,4,Real
147,9,13,4,Real
148,23,27,4,Real
149,17,21,4,Real
150,14,18,4,Real
151,10,14,4,Real
152,8,12,4,Real
153,5,9,4,Real
154,5,9,4,Real
155,6,10,4,Real
156,15,19,4,Real
157,6,10,4,Real
158,28,32,4,Real
159,17,21,4,Real
160,5,9,4,Real
161,28,32,4,Real
162,11,15,4,Real
163,9,13,4,Real
164,6,10,4,Real
165,14,18,4,Real
166,7,11,4,Real
167,10,14,4,Real
168,14,18,4,Real
169,41,45,4,Real
170,49,53,4,Real
171,25,29,4,Real
172,44,48,4,Real
173,15,19,4,Real
174,7,11,4,Real
175,20,24,4,Real
176,17,21,4,Real
177,14,18,4,Real
178,16,20,4,Real
179,6,10,4,Real
180,23,27,4,Real
181,13,17,4,Real
182,6,10,4,Real
183,5,9,4,Real
184,21,25,4,Real
185,29,33,4,Real
186,47,51,4,Real
187,19,23,4,Real
188,51,55,4,Real
189,10,14,4,Real
190,7,11,4,Real
191,6,10,4,Real
192,8,12,4,Real
193,8,12,4,Real
194,22,26,4,Real
195,12,16,4,Real
196,16,20,4,Real
197,19,23,4,Real
198,15,19,4,Real
199,50,54,4,Target
200,60,64,4,Real
201,7,11,4,Real
202,7,11,4,Real
203,60,64,4,Real
204,25,29,4,Real
205,5,9,4,Real
206,7,11,4,Real
207,6,10,4,Real
208,10,14,4,Real
209,4,8,4,Real
210,4,8,4,Real
211,33,37,4,Real
212,21,25,4,Real
213,42,46,4,Real
214,20,24,4,Real
215,4,8,4,Real
216,5,9,4,Real
217,11,15,4,Real
218,12,16,4,Real
219,9,13,4,Real
220,7,11,4,Real
221,11,15,4,Real
222,14,18,4,Real
223,30,34,4,Real
224,31,35,4,Real
225,13,17,4,Real
226,17,21,4,Real
227,18,22,4,Real
228,6,10,4,Real
229,9,13,4,Real
230,12,16,4,Real
231,24,28,4,Real
232,28,32,4,Real
233,5,9,4,Real
234,5,9,4,Real
235,8,12,4,Real
236,40,44,4,Target
237,10,14,4,Real
238,26,30,4,Real
239,62,66,4,Real
240,6,10,4,Real
241,5,9,4,Real
242,27,31,4,Real
243,11,15,4,Real
244,5,9,4,Real
245,8,12,4,Real
246,17,21,4,Real
247,6,10,4,Real
248,24,28,4,Real
249,27,31,4,Real
250,8,12,4,Real
251,17,21,4,Real
252,68,72,4,Real
253,6,10,4,Real
254,20,24,4,Real
255,5,9,4,Real
256,5,9,4,Real
257,21,25,4,Real
258,18,22,4,Real
259,11,15,4,Target
260,11,15,4,Real
261,41,45,4,Real
262,7,11,4,Real
263,10,14,4,Real
264,8,12,4,Real
265,30,34,4,Real
266,21,25,4,Real
267,5,9,4,Real
268,14,18,4,Real
269,9,13,4,Real
270,7,11,4,Real
271,76,80,4,Real
272,48,52,4,Real
273,12,16,4,Real
274,17,21,4,Real
275,13,17,4,Real
276,21,25,4,Real
277,68,72,4,Real
278,13,17,4,Real
279,5,9,4,Real
280,46,50,4,Real
281,19,23,4,Real
282,5,9,4,Real
283,8,12,4,Real
284,19,23,4,Target
285,50,54,4,Real
286,5,9,4,Real
287,4,8,4,Real
288,7,11,4,Real
289,7,11,4,Real
290,17,21,4,Target
291,39,43,4,Real
292,4,8,4,Real
293,6,10,4,Real
294,6,10,4,Real
295,13,17,4,Real
296,10,14,4,Real
297,28,32,4,Real
298,14,18,4,Real
299,23,27,4,Real
300,10,14,4,Real
301,6,10,4,Real
302,23,27,4,Real
303,24,28,4,Real
304,58,62,4,Real
305,5,9,4,Real
306,12,16,4,Target
307,7,11,4,Real
308,27,31,4,Real
309,13,17,4,Real
310,16,20,4,Real
311,10,14,4,Real
312,29,33,4,Target
313,40,44,4,Real
314,16,20,4,Real
315,59,63,4,Target
316,5,9,4,Target
317,10,14,4,Real
318,14,18,4,Real
319,11,15,4,Real
320,24,28,4,Real
321,6,10,4,Real
322,75,79,4,Real
323,42,46,4,Real
324,29,33,4,Real
325,42,46,4,Real
326,22,26,4,Real
327,7,11,4,Real
328,12,16,4,Real
329,33,37,4,Real
330,19,23,4,Real
331,23,27,4,Real
332,46,50,4,Real
333,11,15,4,Real
334,31,35,4,Real
335,4,8,4,Real
336,6,10,4,Real
337,12,16,4,Real
338,10,14,4,Real
339,30,34,4,Real
340,9,13,4,Real
341,15,19,4,Real
342,37,41,4,Real
343,21,25,4,Real
344,12,16,4,Real
345,19,23,4,Real
346,30,34,4,Real
347,10,14,4,Real
348,232,235,3,Real
349,8,12,4,Real
350,24,28,4,Real
351,8,12,4,Real
352,26,30,4,Real
353,105,108,3,Real
354,29,33,4,Real
355,42,46,4,Real
356,6,10,4,Real
357,21,24,3,Real
358,4,8,4,Real
359,29,33,4,Real
360,46,50,4,Real
361,26,30,4,Real
362,22,26,4,Real
363,99,103,4,Real
364,12,16,4,Target
365,9,13,4,Target
366,100,103,3,Real
367,35,39,4,Target
368,37,41,4,Real
369,29,33,4,Real
370,74,78,4,Real
371,8,12,4,Real
372,20,24,4,Real
373,97,101,4,Real
374,71,75,4,Target
375,20,24,4,Real
376,136,139,3,Real
377,5,9,4,Real
378,65,69,4,Real
379,5,9,4,Real
380,14,17,3,Real
381,15,19,4,Real
382,15,19,4,Real
383,6,10,4,Real
384,7,11,4,Real
385,11,15,4,Real
386,6,10,4,Target
387,39,43,4,Real
388,41,45,4,Real
389,51,54,3,Real
390,9,13,4,Real
391,64,68,4,Real
392,42,46,4,Real
393,10,14,4,Real
394,39,43,4,Target
395,80,84,4,Real
396,30,34,4,Real
397,50,54,4,Real
398,36,40,4,Real
399,11,15,4,Real
400,76,80,4,Real
401,5,9,4,Target
402,60,64,4,Real
403,23,27,4,Real
404,54,58,4,Real
405,14,18,4,Real
406,7,11,4,Real
407,18,22,4,Real
408,58,62,4,Real
409,37,41,4,Real
410,18,22,4,Real
411,6,10,4,Real
412,102,106,4,Real
413,20,24,4,Real
414,162,166,4,Real
415,29,33,4,Real
416,24,28,4,Real
417,65,69,4,Target
418,26,30,4,Real
419,60,63,3,Real
420,37,41,4,Real
421,28,32,4,Real
422,63,67,4,Real
423,60,64,4,Target
424,20,23,3,Real
425,22,26,4,Real
