NodeID,DegreeBefore,DegreeAfter,DegreeChange,NodeType
0,350,531,181,Real
1,20,4038,4018,Fake
2,13,214,201,Real
3,20,219,199,Real
4,13,211,198,Real
5,16,217,201,Real
6,9,209,200,Real
7,23,222,199,Real
8,11,211,200,Real
9,60,258,198,Real
10,13,214,201,Real
11,4,205,201,Real
12,4,205,201,Real
13,34,234,200,Real
14,18,218,200,Real
15,4,205,201,Real
16,12,213,201,Real
17,16,216,200,Real
18,4,205,201,Real
19,19,219,200,Real
20,18,218,200,Real
21,68,268,200,Real
22,14,214,200,Real
23,20,220,200,Real
24,19,220,201,Real
25,72,269,197,Real
26,71,4038,3967,Fake
27,8,209,201,Target
28,16,217,201,Real
29,16,217,201,Real
30,20,220,200,Real
31,26,226,200,Real
32,9,210,201,Real
33,5,206,201,Real
34,8,209,201,Real
35,5,206,201,Real
36,14,215,201,Real
37,4,205,201,Real
38,12,212,200,Real
39,18,219,201,Real
40,47,244,197,Real
41,27,227,200,Real
42,5,206,201,Real
43,4,205,201,Real
44,9,210,201,Real
45,15,216,201,Real
46,8,209,201,Real
47,5,206,201,Real
48,25,225,200,Real
49,7,208,201,Real
50,14,215,201,Real
51,10,211,201,Real
52,5,206,201,Real
53,34,234,200,Real
54,11,211,200,Real
55,20,220,200,Real
56,81,278,197,Target
57,18,219,201,Real
58,15,216,201,Real
59,22,222,200,Real
60,11,212,201,Real
61,6,207,201,Real
62,29,4038,4009,Fake
63,9,210,201,Real
64,10,211,201,Target
65,15,215,200,Real
66,18,218,200,Real
67,79,276,197,Target
68,12,4038,4026,Fake
69,13,213,200,Real
70,5,206,201,Real
71,6,207,201,Real
72,27,4038,4011,Fake
73,13,213,200,Real
74,4,205,201,Real
75,17,218,201,Real
76,6,207,201,Target
77,9,4038,4029,Fake
78,12,210,198,Real
79,15,215,200,Target
80,26,227,201,Real
81,6,207,201,Real
82,37,237,200,Real
83,10,211,201,Real
84,16,216,200,Real
85,17,218,201,Real
86,9,210,201,Real
87,16,216,200,Real
88,23,223,200,Real
89,11,211,200,Real
90,5,206,201,Real
91,11,211,200,Target
92,24,224,200,Target
93,11,212,201,Real
94,25,226,201,Real
95,9,210,201,Real
96,12,211,199,Real
97,6,206,200,Real
98,52,250,198,Real
99,16,216,200,Real
100,12,213,201,Real
101,22,223,201,Target
102,9,210,201,Real
103,19,4038,4019,Fake
104,35,235,200,Real
105,17,218,201,Real
106,11,212,201,Real
107,1048,1187,139,Target
108,16,217,201,Real
109,40,240,200,Real
110,8,209,201,Real
111,17,217,200,Real
112,6,207,201,Real
113,43,242,199,Real
114,4,205,201,Real
115,24,224,200,Real
116,20,220,200,Real
117,9,209,200,Target
118,39,238,199,Real
119,65,263,198,Real
120,7,208,201,Real
121,15,216,201,Target
122,66,264,198,Real
123,21,221,200,Real
124,7,208,201,Real
125,7,208,201,Real
126,10,210,200,Target
127,19,220,201,Real
128,31,231,200,Real
129,10,210,200,Real
130,19,219,200,Real
131,10,211,201,Real
132,19,219,200,Target
133,21,217,196,Real
134,22,222,200,Real
135,13,214,201,Real
136,136,332,196,Real
137,19,219,200,Target
138,5,206,201,Real
139,12,213,201,Real
140,14,214,200,Real
141,31,228,197,Real
142,46,245,199,Real
143,15,215,200,Real
144,18,219,201,Real
145,5,206,201,Real
146,13,213,200,Real
147,9,209,200,Real
148,23,222,199,Real
149,17,218,201,Real
150,14,215,201,Real
151,10,211,201,Real
152,8,207,199,Real
153,5,206,201,Real
154,5,205,200,Real
155,6,207,201,Real
156,15,216,201,Real
157,6,207,201,Real
158,28,227,199,Real
159,17,218,201,Real
160,5,206,201,Real
161,28,226,198,Target
162,11,212,201,Real
163,9,210,201,Real
164,6,207,201,Real
165,14,214,200,Real
166,7,208,201,Real
167,10,211,201,Real
168,14,214,200,Real
169,41,240,199,Real
170,49,247,198,Real
171,25,223,198,Real
172,44,241,197,Real
173,15,216,201,Real
174,7,208,201,Real
175,20,220,200,Real
176,17,217,200,Real
177,14,214,200,Real
178,16,217,201,Real
179,6,207,201,Real
180,23,224,201,Target
181,13,211,198,Real
182,6,4038,4032,Fake
183,5,4038,4033,Fake
184,21,222,201,Real
185,29,228,199,Real
186,47,246,199,Real
187,19,220,201,Real
188,51,250,199,Real
189,10,211,201,Real
190,7,208,201,Real
191,6,207,201,Real
192,8,209,201,Real
193,8,209,201,Real
194,22,222,200,Real
195,12,210,198,Real
196,16,217,201,Real
197,19,220,201,Real
198,15,216,201,Real
199,50,248,198,Target
200,60,256,196,Real
201,7,208,201,Real
202,7,208,201,Real
203,60,259,199,Target
204,25,226,201,Real
205,5,206,201,Real
206,7,208,201,Real
207,6,207,201,Real
208,10,211,201,Real
209,4,205,201,Real
210,4,205,201,Real
211,33,232,199,Real
212,21,220,199,Real
213,42,242,200,Real
214,20,4038,4018,Fake
215,4,205,201,Real
216,5,206,201,Real
217,11,212,201,Real
218,12,4038,4026,Fake
219,9,4038,4029,Fake
220,7,208,201,Target
221,11,212,201,Target
222,14,215,201,Real
223,30,229,199,Real
224,31,4038,4007,Fake
225,13,213,200,Real
226,17,218,201,Real
227,18,218,200,Real
228,6,207,201,Real
229,9,210,201,Real
230,12,212,200,Real
231,24,224,200,Real
232,28,226,198,Real
233,5,4038,4033,Fake
234,5,206,201,Real
235,8,209,201,Real
236,40,237,197,Target
237,10,211,201,Real
238,26,227,201,Real
239,62,260,198,Real
240,6,207,201,Real
241,5,206,201,Real
242,27,228,201,Real
243,11,212,201,Real
244,5,206,201,Real
245,8,4038,4030,Fake
246,17,217,200,Real
247,6,207,201,Real
248,24,224,200,Real
249,27,228,201,Real
250,8,209,201,Real
251,17,218,201,Real
252,68,266,198,Real
253,6,206,200,Real
254,20,221,201,Real
255,5,206,201,Real
256,5,205,200,Real
257,21,221,200,Real
258,18,219,201,Real
259,11,211,200,Target
260,11,211,200,Real
261,41,239,198,Real
262,7,208,201,Real
263,10,210,200,Real
264,8,209,201,Real
265,30,230,200,Target
266,21,222,201,Real
267,5,206,201,Real
268,14,4038,4024,Fake
269,9,210,201,Real
